"No.","Time","Source","Destination","Protocol","Length","Info"
"6128","67.370783","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6129","67.378732","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6130","67.383331","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6131","67.386332","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6132","67.393837","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6133","67.401415","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6134","67.410280","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6135","67.420648","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6136","67.422214","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6137","67.425883","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6138","67.433728","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6139","67.441444","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6141","67.451702","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6142","67.457347","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6143","67.468541","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6144","67.471382","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6145","67.479252","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6146","67.484908","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6147","67.487217","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6149","67.495087","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6150","67.502446","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6151","67.510381","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6153","67.518160","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6154","67.523457","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6155","67.526027","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6156","67.534038","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6157","67.542320","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6158","67.550523","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6159","67.558628","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6160","67.566170","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6161","67.574381","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6162","67.582628","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6165","67.586939","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6166","67.588764","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6167","67.596004","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6168","67.603829","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6169","67.612713","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6172","67.620840","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6173","67.625208","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6175","67.631981","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6177","67.639582","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6178","67.644606","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6179","67.651796","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6180","67.659860","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6181","67.670723","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6182","67.679031","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6183","67.686840","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6184","67.687826","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6185","67.689833","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6186","67.701023","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6187","67.705534","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6188","67.713021","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6189","67.718989","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6190","67.720838","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6191","67.733525","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6192","67.738674","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6193","67.746640","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6194","67.754249","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6195","67.762303","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6196","67.769379","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6197","67.776411","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6198","67.783992","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6199","67.789235","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6200","67.795961","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6201","67.801051","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6202","67.808659","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6203","67.816308","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6204","67.820679","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6205","67.823736","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6206","67.831109","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6207","67.838393","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6208","67.845810","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6209","67.855589","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6210","67.863047","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6211","67.870397","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6212","67.878176","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6213","67.885910","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6214","67.890881","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6215","67.893454","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6216","67.900680","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6217","67.908310","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6218","67.918546","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6219","67.922613","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6220","67.925719","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6221","67.932863","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6222","67.941463","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6223","67.949349","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6224","67.957030","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6225","67.964790","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6226","67.971898","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6227","67.979530","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6228","67.987130","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6229","67.992433","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6230","67.995102","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6231","68.002987","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6232","68.011303","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6233","68.019118","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6234","68.023693","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6235","68.026901","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6236","68.034390","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6237","68.041998","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6238","68.049022","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6239","68.058837","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6240","68.066074","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6243","68.073500","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6244","68.081424","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6245","68.088721","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6246","68.093937","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6247","68.096145","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6248","68.103700","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6249","68.113639","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6250","68.120695","192.168.0.217","85.236.96.230","UDP","74","52851  >  54004 Len=32"
"6251","68.121020","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6252","68.125290","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6253","68.128964","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6254","68.136190","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6255","68.143917","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6256","68.151574","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6257","68.159153","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6258","68.166716","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6259","68.176418","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6260","68.183798","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6261","68.190979","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6262","68.198347","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6263","68.198660","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6264","68.205490","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6265","68.213566","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6266","68.219676","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6267","68.220959","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6268","68.230613","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6269","68.237834","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6270","68.245097","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6271","68.252411","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6272","68.262202","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6273","68.269779","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6274","68.280860","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6275","68.283800","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6276","68.291505","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6278","68.296999","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6279","68.299283","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6280","68.312042","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6281","68.314831","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6283","68.323181","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6284","68.323794","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6285","68.330565","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6286","68.337898","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6287","68.345898","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6297","68.355698","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6298","68.363227","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6299","68.370452","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6300","68.377751","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6301","68.384746","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6302","68.394434","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6303","68.398530","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6304","68.401814","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6305","68.409367","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6306","68.416844","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6307","68.422405","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6308","68.425116","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6309","68.432874","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6310","68.440217","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6311","68.447381","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6312","68.457123","192.168.0.217","192.207.0.1","IDN","217","Unknown (0x98)"
"6313","68.464609","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6314","68.471820","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6315","68.479380","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6317","68.487148","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6318","68.494554","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6319","68.504202","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6320","68.505653","192.207.0.1","192.168.0.217","IDN","891","Unknown (0x9c)"
"6321","68.507373","192.207.0.1","192.168.0.217","IDN","337","Unknown (0x9c)"
"6322","68.508334","192.207.0.1","192.168.0.217","IDN","77","Unknown (0x9c)"
"6323","68.515461","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6324","68.517294","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6325","68.520762","192.168.0.217","192.207.0.1","IDN","130","Unknown (0x98)"
"6326","68.525412","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6327","68.526238","192.168.0.217","192.207.0.1","IDN","130","Unknown (0x98)"
"6329","68.535090","192.168.0.217","192.207.0.1","IDN","130","Unknown (0x98)"
"6330","68.546468","192.168.0.217","192.207.0.1","IDN","130","Unknown (0x98)"
"6331","68.551209","192.168.0.217","192.207.0.1","IDN","130","Unknown (0x98)"
"6332","68.553427","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6333","68.559426","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6334","68.568628","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6335","68.570857","192.207.0.1","192.168.0.217","IDN","82","Unknown (0x9c)"
"6336","68.576017","192.168.0.217","192.207.0.1","IDN","257","Unknown (0x98)"
"6337","68.581503","192.168.0.217","192.207.0.1","IDN","257","Unknown (0x98)"
"6338","68.592369","192.168.0.217","192.207.0.1","IDN","257","Unknown (0x98)"
"6339","68.599488","192.168.0.217","192.207.0.1","IDN","257","Unknown (0x98)"
"6340","68.606976","192.168.0.217","192.207.0.1","IDN","257","Unknown (0x98)"
"6341","68.609912","192.207.0.1","192.168.0.217","IDN","92","Unknown (0x9c)"
"6342","68.614599","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6343","68.616294","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6344","68.623641","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6345","68.630357","192.168.0.217","192.207.0.1","IDN","146","Unknown (0x98)"
"6346","68.635742","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6347","68.647007","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6348","68.652214","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6349","68.659502","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6350","68.666630","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6351","68.678655","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6352","68.685839","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6353","68.690399","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6354","68.697947","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6355","68.709676","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6356","68.714688","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6357","68.717458","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6358","68.721522","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6359","68.725150","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6360","68.728856","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6361","68.737803","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6362","68.745352","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6363","68.753001","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6364","68.760571","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6365","68.768250","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6366","68.775984","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6367","68.783528","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6368","68.795443","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6369","68.800259","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6370","68.808024","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6371","68.815522","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6372","68.819350","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"6373","68.823265","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6374","68.830744","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6376","68.838707","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6377","68.846396","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6378","68.853976","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6379","68.861504","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6381","68.873507","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6382","68.879099","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6383","68.886477","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6384","68.893870","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6385","68.900795","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6386","68.912725","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6387","68.917426","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6388","68.920809","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"6389","68.924827","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6390","68.932200","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6391","68.939836","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6392","68.947859","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6393","68.959621","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6394","68.964634","192.168.0.217","192.207.0.1","IDN","127","Unknown (0x98)"
"6395","68.971594","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6396","68.978986","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6397","68.990803","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6398","68.995833","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6399","69.003103","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6400","69.011596","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6401","69.019234","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6402","69.022122","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"6403","69.026371","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6404","69.033371","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6405","69.045357","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6406","69.050004","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6407","69.057315","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6417","69.069383","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6418","69.077275","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6419","69.085082","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6420","69.092697","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6421","69.097798","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6422","69.104929","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6423","69.112266","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6424","69.119332","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6425","69.120754","192.168.0.217","85.236.96.230","UDP","74","52851  >  54004 Len=32"
"6426","69.123870","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"6427","69.131290","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6428","69.136421","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6429","69.143881","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6430","69.151194","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6431","69.158466","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6432","69.170204","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6433","69.175103","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6434","69.182522","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6435","69.189718","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6436","69.201586","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6437","69.206363","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6438","69.213967","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6439","69.221345","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6440","69.226310","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"6441","69.228644","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6442","69.238065","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6443","69.245508","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6444","69.252526","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6445","69.259843","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6446","69.271917","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6447","69.277543","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6448","69.284768","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6449","69.291693","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6450","69.298810","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6451","69.308279","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6452","69.315577","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6453","69.319252","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6454","69.322478","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6455","69.327356","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6456","69.331832","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6457","69.338834","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6458","69.346078","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6459","69.357736","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6460","69.362923","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6461","69.370027","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6462","69.377508","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6463","69.384730","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6464","69.397488","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6465","69.404921","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6466","69.410263","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6467","69.417439","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6468","69.420827","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6469","69.424443","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6470","69.428840","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6471","69.431906","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6472","69.439688","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6473","69.447467","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6474","69.459361","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6475","69.464775","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6476","69.471507","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6477","69.479521","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6478","69.483503","192.207.0.1","192.168.0.217","IDN","139","Unknown (0x9c)"
"6479","69.486632","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6480","69.492078","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6481","69.498376","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6482","69.503333","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6483","69.510614","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6484","69.522354","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6485","69.522515","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6486","69.527002","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6487","69.530355","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6488","69.534348","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6489","69.541826","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6491","69.549434","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6492","69.561616","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6493","69.566316","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6494","69.573436","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
